date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:07:20	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Oct%202021%2016:12:45%20GMT	http://daotao.hutech.edu.vn/robots.txt		(from )
09:07:20	151451/151451	---M--	200	added ('OK')	text/html	date:Sun,%2024%20Oct%202021%2016:12:46%20GMT	http://daotao.hutech.edu.vn/	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/index.html	(from )
09:07:21	8919/8919	---M-Z	200	added ('OK')	application/javascript	etag:%220332aac19d1d21:0%22	http://daotao.hutech.edu.vn/JS/dialog.js	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/JS/dialog.js	(from http://daotao.hutech.edu.vn/)
09:07:22	5256/5256	---M-Z	200	added ('OK')	application/javascript	etag:%220332aac19d1d21:0%22	http://daotao.hutech.edu.vn/JS/checkdate.js	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/JS/checkdate.js	(from http://daotao.hutech.edu.vn/)
09:07:23	5152/5152	---M-Z	200	added ('OK')	application/javascript	etag:%220332aac19d1d21:0%22	http://daotao.hutech.edu.vn/JS/balloontip.js	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/JS/balloontip.js	(from http://daotao.hutech.edu.vn/)
09:07:23	552/552	---M--	200	added ('OK')	text/css	etag:%220332aac19d1d21:0%22	http://daotao.hutech.edu.vn/JS/balloontip.css	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/JS/balloontip.css	(from http://daotao.hutech.edu.vn/)
09:07:23	2431/2431	---M--	200	added ('OK')	text/css	date:Fri,%2015%20Oct%202021%2018:34:42%20GMT	http://daotao.hutech.edu.vn/WebResource.axd?d=-N0r1nT_jXoAwZbO_0U9HCDKZ-08m8qGRdgnoVxBxdOErEJBEZuciSe94tifYeQlIas_QxAFjy5SyN_YPgo62xD8T4k-ArA29-9vAc1nnBNg9Gd_tcbAETnv1j2QCvtYxvYMLsRU2LOeez39v_HKt4-yOQ_UOsaqmNhPm5xbl44kC7by0&t=637698944820000000	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/WebResource6e49.css	(from http://daotao.hutech.edu.vn/)
09:07:24	22349/22349	---M-Z	200	added ('OK')	text/css	etag:%220f8d1a319d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Standard.css	(from http://daotao.hutech.edu.vn/)
09:07:24	27831/27831	---M--	200	added ('OK')	image/gif	etag:%2201e39ba5cb1d41:0%22	http://daotao.hutech.edu.vn/Images/Edusoft.gif	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Images/Edusoft.gif	(from http://daotao.hutech.edu.vn/)
09:07:24	681/681	---M--	200	added ('OK')	text/css	etag:%220e7f9b35165d01:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/StyleSheet.css	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/StyleSheet.css	(from http://daotao.hutech.edu.vn/)
09:07:24	915/915	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/background.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/background.png	(from http://daotao.hutech.edu.vn/)
09:07:24	20794/20794	---M--	200	added ('OK')	application/x-javascript	date:Wed,%2001%20Jul%202020%2013:22:17%20GMT	http://daotao.hutech.edu.vn/WebResource.axd?d=6ugCZcyPuSWDe9IcxOyzEGn8TJb863JPkmZG3GnXZ0yPLIVHMvsUwcCcW96BZ5FGejhFkS0BCt2n5ionU0J_kvD4kMM1&t=637291813376503783	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/WebResource7ba2.js	(from http://daotao.hutech.edu.vn/)
09:07:26	4570/4570	---M--	200	added ('OK')	png	date:Fri,%2015%20Oct%202021%2018:34:42%20GMT	http://daotao.hutech.edu.vn/WebResource.axd?d=PEKDLgnH5R27hsph7gar_YGCb8AepL0CduAy0VtqNRIBPG_21K3A0GMVumaeHUPGE6YKMy2n00cHvF7WWoLMb_R8GagaLXAVic0ODfSV4-wRnkO93mj1iYCM-7pmkkPvo9IEXFnnG89zDSIUb-bsiaxgbd9Wz9-Dt0iuyrQHFnwUSbsV0&t=637698944820000000	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/WebResource3074.axd	(from http://daotao.hutech.edu.vn/)
09:07:26	4735/4735	---M--	200	added ('OK')	png	date:Fri,%2015%20Oct%202021%2018:34:42%20GMT	http://daotao.hutech.edu.vn/WebResource.axd?d=U6mpIlUQowskfSpHo80LdNrakLHTiLt4pyH414Neo6EScTlpKdHJltApTtPOxGgNQPo88noC8D-CTuZW0492J7E0m3Vv-VqTOjrTMZ7u6TspqSLoLp8mVB1hORCxn7NPLRcZQ5civeOrZBxix2l-Q3OVJEd1hufaA0VcH_8KkFNOPdPM0&t=637698944820000000	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/WebResource0fe8.axd	(from http://daotao.hutech.edu.vn/)
09:07:27	3766/3766	---M--	200	added ('OK')	application/x-javascript	etag:C18462A35A7AF69A3EEA94F84B7D6A46	http://daotao.hutech.edu.vn/ajaxpro/prototype.ashx	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ajaxpro/prototype.js	(from http://daotao.hutech.edu.vn/)
09:07:27	14861/14861	---M--	200	added ('OK')	application/x-javascript	etag:A74AD8DFACD4F985EB3977517615CE25	http://daotao.hutech.edu.vn/ajaxpro/core.ashx	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ajaxpro/core.js	(from http://daotao.hutech.edu.vn/)
09:07:27	3732/3732	---M--	200	added ('OK')	application/x-javascript	etag:0EA7DD4DA372F1A68A5DDA3B9FC7E2E8	http://daotao.hutech.edu.vn/ajaxpro/converter.ashx	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ajaxpro/converter.js	(from http://daotao.hutech.edu.vn/)
09:07:28	3497/3497	---M--	200	added ('OK')	png	date:Fri,%2015%20Oct%202021%2018:34:42%20GMT	http://daotao.hutech.edu.vn/WebResource.axd?d=ZL-iwPECq71HtOXJIO_W3xFh43chY-Zdn2dy_9ba6Al2PIQf_uUwatINCOb2UiiHcyKLiuQNfeI6N9zmSNaKXeqD73A9lhvlWQY4bM6MWGWKuf0D9oVuR-nScUnqLMwDwIOO4_UYrgVW7JmXVH3wjDuv4wP8Gylmzi-vcsp3CautE0KU0&t=637698944820000000	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/WebResource41a2.axd	(from http://daotao.hutech.edu.vn/)
09:07:28	523/523	---M--	200	added ('OK')	application/x-javascript	etag:A46784A75D25EEA571671CFE5356018F	http://daotao.hutech.edu.vn/ajaxpro/EduSoft.Web.DefaultMaster,EduSoft.Web.ashx	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ajaxpro/EduSoft.Web.DefaultMaster,EduSoft.Web.js	(from http://daotao.hutech.edu.vn/)
09:07:28	696/696	---M--	200	added ('OK')	application/x-javascript	etag:8501EC1FF4D305434BD95A553A5F5D28	http://daotao.hutech.edu.vn/ajaxpro/EduSoft.Web.UC.Logout,EduSoft.Web.ashx	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ajaxpro/EduSoft.Web.UC.Logout,EduSoft.Web.js	(from http://daotao.hutech.edu.vn/)
09:07:28	567/567	---M--	200	added ('OK')	application/x-javascript	etag:51EB662CFD24C8DAF1F51726E24095CA	http://daotao.hutech.edu.vn/ajaxpro/EduSoft.Web.UC.GioiThieu,EduSoft.Web.ashx	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ajaxpro/EduSoft.Web.UC.GioiThieu,EduSoft.Web.js	(from http://daotao.hutech.edu.vn/)
09:07:29	739/739	---M--	200	added ('OK')	application/x-javascript	etag:033F0D62237795C0ABC3C1A7BE04FBD8	http://daotao.hutech.edu.vn/ajaxpro/EduSoft.Web.UC.DangNhap,EduSoft.Web.ashx	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ajaxpro/EduSoft.Web.UC.DangNhap,EduSoft.Web.js	(from http://daotao.hutech.edu.vn/)
09:07:29	429/429	---M--	200	added ('OK')	application/x-javascript	etag:4D8D6559F67905411557504F61F96C40	http://daotao.hutech.edu.vn/ajaxpro/EduSoft.Web.UC.Footer,EduSoft.Web.ashx	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ajaxpro/EduSoft.Web.UC.Footer,EduSoft.Web.js	(from http://daotao.hutech.edu.vn/)
09:07:29	33332/33332	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2024%20Oct%202021%2004:17:18%20GMT	http://daotao.hutech.edu.vn/ScriptResource.axd?d=GpaRqvR0MXcNc7bk9b-Ojfdc5dKZ0_VbgL7mAz6InlZyzf4xCgmfCLBuL_NQrzKxlaX4CnGQRSwv69drR05v6mZb3-jbRGejwK5Il7NZhrU4jsXONs880Ddz-SElaX57Svlygg2&t=ffffffffa0813e55	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ScriptResource91ad.js	(from http://daotao.hutech.edu.vn/)
09:07:30	312837/312837	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2024%20Oct%202021%2005:04:59%20GMT	http://daotao.hutech.edu.vn/ScriptResource.axd?d=yv5c6ymw8p4UGBYZOCj-Mx89s9UecMOiRl-n8-qqRcXXqORzWiuWJvqzuqxG0WytDZmhB4iRjsKuvvhcN5VLl0o3sumEk-h7fCvtbwTvuFSy8DTZ--qxdb9I3ZHMAqCj2HF93Lm4c0Nem_4R3iE_IM0eLeYqwbsLZRh-0wZNdL7DxRrU0&t=3f4a792d	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ScriptResourced55c.js	(from http://daotao.hutech.edu.vn/)
09:07:31	258549/258549	---M-Z	200	added ('OK')	application/javascript	etag:%220332aac19d1d21:0%22	http://daotao.hutech.edu.vn/JS/jquery-2.2.1.js	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/JS/jquery-2.2.1.js	(from http://daotao.hutech.edu.vn/)
09:07:32	78452/78452	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2024%20Oct%202021%2004:17:19%20GMT	http://daotao.hutech.edu.vn/ScriptResource.axd?d=tWqSXP8tUhM6YJ5_02ojsl6AmD_1gFakIZVfHQxq_t-59MIjw7LPC3GI69ESbWZCpjkANLR54yZpVOqD2q4S-FGVjWb4Za9VovlWUHHzhVpHuiQKUzTtupcIeAI4RjW6X2zAaITby8_YtTxKSAmkiLv_254WPjPfuIDFFgjfdlr0omcv0&t=3f4a792d	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ScriptResourced9ee.js	(from http://daotao.hutech.edu.vn/)
09:07:32	1459/1459	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2024%20Oct%202021%2013:55:21%20GMT	http://daotao.hutech.edu.vn/ScriptResource.axd?d=PdenIeDI4Ud3Lyw2D-ekQTtwkCgk8thHt7_hQrSCb6xCSeZp5zzG5gX7XjbBnTf7bz9oPZLIErwgD7GTTTT04xeEDuktvLC0QUqpALxz9D9nVBkNAdRa-VQ2jY3_36j24_4V0tqnfTD7Bhx8xQnT95DU1eQ1&t=2e070b50	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ScriptResource3191.axd	(from http://daotao.hutech.edu.vn/)
09:07:32	53275/53275	---MC-	200	added ('OK')	application/javascript	date:Sun,%2024%20Oct%202021%2002:07:20%20GMT	https://apis.google.com/js/platform.js?hl=vn	C:/My%20Web%20Sites/daotaoohutech/apis.google.com/js/platform7884.js	(from http://daotao.hutech.edu.vn/)
09:07:32	19486/19486	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2024%20Oct%202021%2004:17:19%20GMT	http://daotao.hutech.edu.vn/ScriptResource.axd?d=-OZI4HDgI7QMV5H-lgU5a-hsZAsjIeP4wXY8InumE1So3AYSPMm0m_NpolIRkEpq1Jzv1_T3k8-yTMwT_Sip1SCBOXw68qrU86DhdeKnnlnNOI8F_dhmn0hb1gln9dbv3URj6nbs2BgAwJLPoWt4LwOyh441&t=2e070b50	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ScriptResourcea0b4.axd	(from http://daotao.hutech.edu.vn/)
09:07:32	17943/17943	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2024%20Oct%202021%2004:17:19%20GMT	http://daotao.hutech.edu.vn/ScriptResource.axd?d=6jN_WFfqgvkE4GIh9SoVM134wfDR7h8zjku4MF9jAMOKdgUOpx0MudvvbaIwvOZJHZoeIFJ1-SLKdshAN1CL41yrAVcgb3xJOFFvawJ2ePT0XziSi4h0ddclkMe3ftomZaioPkTWGiMat-PZ0roQ4HBTyvvG_3DD3EugFOO6pKONQaN70&t=2e070b50	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ScriptResource3be6.axd	(from http://daotao.hutech.edu.vn/)
09:07:33	19752/19752	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2024%20Oct%202021%2004:17:19%20GMT	http://daotao.hutech.edu.vn/ScriptResource.axd?d=-TIK0dQyVzVwW3vGlhvTwDNNlGVylAX4Y1v5lIBVj8VteQPlMak3OTHP629at1nnH5sjXAJNW2i0TUlCqJCMUWjCG3XRhN0ivxofTH4lhM9xnzenz9BBDY-F6ZHyWV6zypZAtZsO7xVrVw1W4_e_4jltNGg1&t=2e070b50	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ScriptResource1350.axd	(from http://daotao.hutech.edu.vn/)
09:07:33	2633/2633	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2024%20Oct%202021%2004:17:19%20GMT	http://daotao.hutech.edu.vn/ScriptResource.axd?d=vw---wSIb_VqIld26R1YJdEKPmDvUHxqM19hBsFY-d6qTOGZPr9JmAqVZtkWMhhLuPKFX25WH1hF8FLu5fyxnzRlnMsMjZ22CfdZdlhi-46nvnAeWKEU4fShW0o10rdQIR5tCOu0ksFD9M6uarB0_rFV9Mw1&t=2e070b50	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ScriptResource957d.axd	(from http://daotao.hutech.edu.vn/)
09:07:33	4981/4981	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2024%20Oct%202021%2004:17:19%20GMT	http://daotao.hutech.edu.vn/ScriptResource.axd?d=Vuhc2FGClq8V5lVe1u92D9duKsylX8FlEFUGYfBPn7v2Ao5HcHxX0OPocgQR2S4h22dxFu01UNSagMiRPzVxQUcxVJNNcE2I1YqCkv0dWbbvitrYngUUajYMvXeGI40MfalwlHlsSsjm9_SDPZmDBcqYYR8LSzk92Y63SM1wYhyM4j1h0&t=2e070b50	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ScriptResourcee73d.axd	(from http://daotao.hutech.edu.vn/)
09:07:34	5169/5169	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2024%20Oct%202021%2004:17:19%20GMT	http://daotao.hutech.edu.vn/ScriptResource.axd?d=PhVmgZkVXcMSJAaYc50xWsjUxph189Pb796rCMeDHSto8DEuphizNm5J2CroFQFGRzYIiMMsHrwqfdFLxoFzRUL_fBUSn9oJfCb_7S9pP8S9hvAEN9sjueqzI37Os15EwiQ57oXGHl-9RNsVIjGKAEzjH01qF7YvBlmdNtdndttgHFG30&t=2e070b50	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ScriptResource56b6.axd	(from http://daotao.hutech.edu.vn/)
09:07:34	5271/5271	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2024%20Oct%202021%2004:17:19%20GMT	http://daotao.hutech.edu.vn/ScriptResource.axd?d=2zH7N8CxpkCUAOoP1IuBNZVxlOP8P92BM6PFjUN7AGSmg4LQTLrxqUOM_JpdPkQwsAqp0NB-QmSidrdq4j7FuMjneLZRKQvvES1Jh-iRLwZWHkx1HCW9QxdadXcVfpQPL0m0iPtozBr123omIFneAPe5qvUMdKU8jNmtgBqH2ZcFXjwA0&t=2e070b50	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ScriptResourcebce2.axd	(from http://daotao.hutech.edu.vn/)
09:07:34	14194/14194	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2024%20Oct%202021%2004:17:19%20GMT	http://daotao.hutech.edu.vn/ScriptResource.axd?d=pwwNfdBpCJzmT5lMrwcsCiZNYqeAhdK-zFIwTk8yR2Mm6XJWAYPadgU83VZ96htYvf7P--5SPhY_9z4tat3xulM7ZY4warTd_zeT5ladfLBd2PEiOCZIRjYx-752stb0oUuRKeCLPYeGIG74ARepU6-stIuT6Exo9u7OrW6q4C8qaRsy0&t=2e070b50	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/ScriptResource4ce2.axd	(from http://daotao.hutech.edu.vn/)
09:07:35	150/150	---M--	302	error ('Found')	text/html	date:Sun,%2024%20Oct%202021%2016:13:01%20GMT	http://daotao.hutech.edu.vn/default.aspx?page=dkmonhoc	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/default.24ccfe.delayed	(from http://daotao.hutech.edu.vn/)
09:07:35	25693/25693	---M--	200	added ('OK')	text/html	date:Sun,%2024%20Oct%202021%2016:13:01%20GMT	http://daotao.hutech.edu.vn/Default.aspx?page=dangnhap	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Defaultcc50.html	(from http://daotao.hutech.edu.vn/)
09:07:36	1111/1111	---M--	200	added ('OK')	image/gif	etag:%220c8149aa7dcd51:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/US.gif	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/US.gif	(from http://daotao.hutech.edu.vn/)
09:07:36	292/292	---M--	200	added ('OK')	image/gif	etag:%2202d758f821bca1:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/VI.gif	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/VI.gif	(from http://daotao.hutech.edu.vn/)
09:07:37	151466/151466	---M--	200	added ('OK')	text/html	date:Sun,%2024%20Oct%202021%2016:13:03%20GMT	http://daotao.hutech.edu.vn/Default.aspx?page=gioithieu	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Default954b.html	(from http://daotao.hutech.edu.vn/)
09:07:38	226/226	---M--	200	added ('OK')	image/png	etag:%2251a89a985f60d01:0%22	http://daotao.hutech.edu.vn/Images/header.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Images/header.png	(from http://daotao.hutech.edu.vn/)
